id,T,U,obs.D0,obs.D1,obs.D2,Q1,Q2,SC1.D0,SC1.D1,SC1.D2,SC2.D0,SC2.D1,SC2.D2,SC3.D0,SC3.D1,SC3.D2,SC4.D0,SC4.D1,SC4.D2,SC5.D0,SC5.D1,SC5.D2,SC6.D0,SC6.D1,SC6.D2,SC7.D0,SC7.D1,SC7.D2
3_16,70,147,28,12.221,7.153,12,5,2.1,2.1,2.1,8.885,7.046,5.631,13.333,8.948,6.4,18.76,10.525,6.835,22.944,11.407,7.017,26.186,11.955,7.112,28,12.221,7.153
3_17,13,14,6,4.182,3.161,4,0,1.077,1.077,1.077,1.846,1.767,1.675,2.434,2.248,2.056,3.338,2.898,2.513,4.427,3.519,2.872,5.073,3.82,3.015,6,4.182,3.161
3_6,46,61,11,5.241,3.098,3,2,1.326,1.326,1.326,3.667,3,2.492,5.593,3.824,2.799,8.102,4.585,2.983,9.489,4.919,3.045,10.496,5.138,3.082,11.063,5.254,3.1
30_0,14,23,5,4.447,4.232,1,0,1.643,1.643,1.643,2.725,2.594,2.45,3.423,3.167,2.93,4.331,3.933,3.643,4.638,4.219,3.965,4.713,4.28,4.036,4.713,4.28,4.036
30_10,5,5,4,3.789,3.571,3,1,1,1,1,1,1,1,1,1,1,1.9,1.866,1.818,2.7,2.612,2.5,2.7,2.612,2.5,4,3.789,3.571
30_11,57,87,10,5.405,3.928,3,1,1.526,1.526,1.526,4.813,3.904,3.271,6.209,4.518,3.587,7.715,4.979,3.782,8.738,5.207,3.865,9.503,5.337,3.907,10,5.405,3.928
30_12,45,79,19,12.318,9.357,7,4,1.756,1.756,1.756,6.403,5.831,5.235,9.677,8.189,6.96,13.268,10.198,8.246,15.735,11.244,8.829,17.824,11.963,9.19,19.152,12.362,9.377
30_9,74,113,11,5.164,3.598,3,3,1.527,1.527,1.527,5.184,3.933,3.172,6.498,4.404,3.371,8.311,4.824,3.512,9.584,5.009,3.562,10.545,5.117,3.588,11,5.164,3.598
31_11,11,17,6,4.921,4.07,1,3,1.545,1.545,1.545,2.6,2.48,2.346,3.382,3.109,2.835,4.515,3.914,3.403,5.285,4.405,3.723,5.764,4.718,3.928,6,4.921,4.07
32_10,14,16,8,6.622,5.565,4,2,1.143,1.143,1.143,2.121,2.068,1.998,2.964,2.829,2.661,4.917,4.456,3.984,6.324,5.507,4.776,7.074,6.023,5.147,8,6.622,5.565
33_10,93,134,22,7.409,3.566,8,7,1.441,1.441,1.441,7.041,4.612,3.185,10.198,5.543,3.368,14.944,6.508,3.491,18.268,6.984,3.534,20.646,7.263,3.555,22.084,7.418,3.566
33_11,6,6,3,2.381,2,2,0,2.333,2.046,1.818,2.333,2.046,1.818,2.333,2.046,1.818,2.333,2.046,1.818,2.667,2.226,1.923,2.667,2.226,1.923,3,2.381,2
33_9,9,11,8,7.187,6.368,6,1,1.222,1.222,1.222,1.222,1.222,1.222,2.333,2.295,2.241,4.27,4.081,3.841,5.119,4.83,4.481,5.905,5.503,5.042,8,7.187,6.368
34_10,15,19,10,6.841,4.57,7,2,1.267,1.267,1.267,2.248,2.167,2.067,3.066,2.858,2.619,5.113,4.329,3.572,6.914,5.37,4.065,8.543,6.183,4.366,10,6.841,4.57
34_11,9,9,8,7.715,7.364,7,1,1,1,1,1,1,1,1.972,1.962,1.946,3.833,3.775,3.692,4.722,4.629,4.5,6.417,6.236,6,8,7.715,7.364
34_12,5,7,6,5.742,5.444,5,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.7,2.665,2.613,3.9,3.804,3.675,5,4.827,4.612,6,5.742,5.444
34_7,9,11,8,7.187,6.368,6,1,1.222,1.222,1.222,1.222,1.222,1.222,2.333,2.295,2.241,4.27,4.081,3.841,5.119,4.83,4.481,5.905,5.503,5.042,8,7.187,6.368
34_8,6,10,4,3.389,2.941,1,2,1.667,1.667,1.667,1.667,1.667,1.667,1.667,1.667,1.667,2.533,2.39,2.252,3.1,2.802,2.551,3.533,3.077,2.732,4,3.389,2.941
34_9,64,173,29,17.567,11.705,7,3,2.703,2.703,2.703,11.608,9.825,8.183,17.148,12.954,9.846,22.783,15.446,10.914,25.937,16.63,11.368,27.832,17.244,11.591,29.108,17.595,11.714
35_10,6,8,4,3.51,3.2,2,0,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,2.267,2.166,2.051,3.333,3.049,2.807,3.333,3.049,2.807,4,3.51,3.2
35_12,113,189,24,12.585,9.453,9,3,1.673,1.673,1.673,9.894,8.254,7.004,13.351,10.053,8.191,17.474,11.42,8.949,20.405,12.054,9.242,22.755,12.425,9.393,24.079,12.595,9.456
35_3,23,32,11,7.372,5.172,5,2,1.391,1.391,1.391,3.319,3.092,2.836,4.712,4.141,3.58,7.234,5.681,4.456,8.683,6.407,4.791,10.081,7.018,5.041,11.21,7.447,5.198
35_4,39,71,17,12.992,11.031,5,2,1.821,1.821,1.821,6.893,6.36,5.789,9.848,8.676,7.64,13.068,10.918,9.409,14.697,11.897,10.183,16.041,12.582,10.718,17,12.992,11.031
35_5,30,42,21,13.813,8.481,14,4,1.4,1.4,1.4,4.665,4.359,3.975,7.252,6.379,5.391,11.605,9.21,6.906,15.317,11.22,7.703,18.572,12.764,8.195,21,13.813,8.481
35_7,58,88,24,16.038,11.663,7,8,1.517,1.517,1.517,7.831,7.09,6.288,11.735,9.92,8.294,16.531,12.728,10.001,20.333,14.513,10.935,22.734,15.514,11.417,24,16.038,11.663
35_9,8,11,7,6.644,6.368,3,4,1.375,1.375,1.375,1.375,1.375,1.375,2.607,2.559,2.491,3.696,3.572,3.415,5.446,5.154,4.857,6.107,5.755,5.429,7,6.644,6.368
36_10,123,232,38,21.188,15.756,19,1,1.886,1.886,1.886,14.349,12.281,10.435,20.118,15.868,12.864,26.304,18.654,14.558,30.856,19.94,15.227,35.196,20.773,15.595,37.691,21.146,15.741
36_11,44,109,34,23.209,17.706,16,4,2.477,2.477,2.477,9.86,9.167,8.371,15.792,13.789,11.915,22.661,18.192,14.903,27.489,20.648,16.369,31.357,22.267,17.24,34.359,23.328,17.763
36_12,67,87,24,14.19,9.219,10,5,1.299,1.299,1.299,7.25,6.385,5.482,10.96,8.817,6.982,15.783,11.266,8.168,19.673,12.81,8.767,22.4,13.716,9.072,24,14.19,9.219
36_14,104,145,27,12.673,7.293,9,6,1.394,1.394,1.394,9.063,7.096,5.546,13.174,8.951,6.324,19.291,10.95,6.92,22.95,11.862,7.131,25.581,12.409,7.243,27.085,12.688,7.296
36_3,7,8,4,4,4,0,4,1.143,1.143,1.143,1.143,1.143,1.143,2.095,2.036,1.959,2.857,2.721,2.571,3.429,3.232,3.048,3.81,3.6,3.429,3.81,3.6,3.429
36_5,9,24,7,5.476,4.8,3,0,2.667,2.667,2.667,2.667,2.667,2.667,4,3.771,3.556,5.254,4.683,4.267,6.333,5.247,4.667,6.333,5.247,4.667,7,5.476,4.8
36_6,36,56,15,10.613,7.762,3,4,1.556,1.556,1.556,4.846,4.475,4.06,7.69,6.572,5.548,11.324,8.706,6.794,13.018,9.57,7.237,14.393,10.273,7.589,15,10.613,7.762
36_7,58,102,22,12.312,7.991,6,6,1.759,1.759,1.759,7.628,6.511,5.5,11.078,8.453,6.576,15.488,10.286,7.344,18.88,11.4,7.718,20.927,12.002,7.901,22,12.312,7.991
36_8,9,16,11,9.514,8,8,2,1.778,1.778,1.778,1.778,1.778,1.778,3.333,3.26,3.16,5.96,5.607,5.172,7.103,6.563,5.926,9.167,8.181,7.111,11,9.514,8
36_9,64,166,26,17.133,13.185,7,1,2.594,2.594,2.594,11.337,9.926,8.63,16.092,12.963,10.706,20.615,15.235,12.109,23.205,16.29,12.722,24.877,16.84,13.028,25.781,17.081,13.157
37_10,27,33,13,10.045,8.313,6,3,1.222,1.222,1.222,3.266,3.143,2.985,5.579,5.141,4.668,8.62,7.475,6.5,10.377,8.626,7.348,11.803,9.437,7.912,13,10.045,8.313
37_13,25,35,18,13.866,10.294,10,5,1.4,1.4,1.4,3.807,3.676,3.5,6.752,6.232,5.6,10.643,9.215,7.7,13.754,11.312,8.96,16.298,12.877,9.8,18.384,14.084,10.4
37_14,88,106,30,19.645,13.975,12,5,1.205,1.205,1.205,8.983,8.123,7.165,13.887,11.706,9.688,20.592,15.662,12.044,24.794,17.653,13.065,28.117,18.983,13.686,30.135,19.689,13.994
37_15,11,12,4,3.061,2.483,1,2,1.091,1.091,1.091,1.764,1.673,1.577,2.23,2.034,1.852,2.909,2.479,2.153,3.418,2.754,2.314,3.782,2.938,2.414,4,3.061,2.483
37_3,22,28,11,6.909,4.455,6,2,1.273,1.273,1.273,3.001,2.783,2.54,4.293,3.724,3.171,6.408,4.959,3.801,8.503,5.94,4.171,9.852,6.488,4.34,11,6.909,4.455
37_4,5,7,4,3.17,2.579,3,0,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,4,3.17,2.579
37_7,15,16,8,7.1,6.4,3,3,1.067,1.067,1.067,2.019,1.981,1.927,2.868,2.767,2.635,4.895,4.542,4.167,6.316,5.721,5.169,7.312,6.529,5.875,8,7.1,6.4
37_8,52,82,22,10.892,6.284,10,5,1.577,1.577,1.577,6.053,5.163,4.338,9.54,7.04,5.258,13.966,8.744,5.82,17.581,9.824,6.079,20.35,10.521,6.218,22,10.892,6.284
37_9,5,8,6,5.657,5.333,4,2,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,3,2.934,2.844,4.2,4.036,3.84,5.2,4.935,4.655,6,5.657,5.333
38_0,6,7,6,5.742,5.444,5,1,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.267,2.243,2.207,3.3,3.233,3.141,4.267,4.144,3.984,6,5.742,5.444
38_14,112,166,28,10.988,6.364,12,5,1.482,1.482,1.482,8.998,6.721,5.191,12.858,8.155,5.739,18.745,9.607,6.122,22.932,10.329,6.261,26.181,10.773,6.333,28,10.988,6.364
38_15,20,21,10,7.734,6.211,6,1,1.05,1.05,1.05,2.777,2.664,2.519,4.137,3.837,3.497,6.186,5.432,4.719,7.751,6.488,5.452,9.083,7.264,5.94,10,7.734,6.211
38_3,116,191,14,8.45,6.942,1,4,1.647,1.647,1.647,7.774,6.462,5.588,9.794,7.426,6.301,11.898,8.028,6.695,13.108,8.27,6.838,13.769,8.394,6.909,13.982,8.445,6.939
38_7,7,10,6,5.451,5,3,2,1.429,1.429,1.429,1.429,1.429,1.429,2.619,2.545,2.449,3.6,3.421,3.214,4.4,4.111,3.81,5.048,4.658,4.286,6,5.451,5
39_11,15,25,9,7.453,6.313,2,4,1.667,1.667,1.667,2.981,2.879,2.752,4.037,3.791,3.514,6.238,5.516,4.861,7.607,6.475,5.573,8.486,7.068,6.014,9,7.453,6.313
39_15,6,9,6,5.67,5.4,3,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.8,2.735,2.647,3.9,3.741,3.553,4.8,4.547,4.286,6,5.67,5.4
39_2,102,156,15,7.19,4.502,3,2,1.529,1.529,1.529,7.359,5.283,3.934,9.468,6.064,4.207,11.923,6.689,4.386,13.558,6.977,4.455,14.51,7.121,4.487,14.971,7.186,4.501
39_3,551,1064,31,8.99,6.633,11,3,1.931,1.931,1.931,14.063,8.194,6.401,17.983,8.56,6.531,22.876,8.794,6.593,26.99,8.913,6.619,29.243,8.96,6.627,31.648,9.001,6.634
39_4,16,51,10,7.938,7.087,3,0,3.188,3.188,3.188,5.058,4.788,4.511,6.975,6.262,5.694,8.19,7.122,6.415,8.865,7.52,6.757,9.249,7.693,6.9,10,7.938,7.087
39_5,16,17,9,7.673,6.721,5,1,1.063,1.062,1.062,2.017,1.98,1.928,3.642,3.468,3.255,5.518,5.075,4.615,6.92,6.198,5.541,8.034,7.026,6.212,9.304,7.86,6.864
39_6,103,171,28,14.208,8.826,9,5,1.66,1.66,1.66,10.659,8.462,6.682,14.916,10.518,7.636,20.5,12.501,8.352,24.007,13.413,8.622,26.584,13.951,8.763,28,14.208,8.826
39_8,6,6,4,3.78,3.6,2,2,1,1,1,1,1,1,1,1,1,1.867,1.823,1.765,2.6,2.494,2.368,3.2,3.031,2.857,4,3.78,3.6
4_16,7,8,7,6.727,6.4,6,1,1.143,1.143,1.143,1.143,1.143,1.143,2.238,2.221,2.194,3.286,3.236,3.165,4.286,4.192,4.063,5.238,5.091,4.898,7,6.727,6.4
4_17,11,12,8,7.237,6.545,5,2,1.091,1.091,1.091,2.091,2.059,2.014,3.006,2.92,2.805,4.606,4.371,4.091,5.939,5.531,5.091,7.055,6.468,5.891,8,7.237,6.545
40_1,15,18,9,8.248,7.714,3,3,1.2,1.2,1.2,2.286,2.247,2.191,3.264,3.16,3.024,5.618,5.258,4.877,7.24,6.657,6.13,8.308,7.599,7.033,9,8.248,7.714
40_16,4,8,6,5.657,5.333,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3.667,3.564,3.429,3.667,3.564,3.429,6,5.657,5.333
40_4,233,492,37,15.203,9.201,7,5,2.112,2.112,2.112,17.768,11.506,8.212,23.964,13.203,8.738,30.173,14.369,9.027,33.632,14.837,9.128,35.86,15.087,9.178,37.06,15.208,9.202
40_5,26,36,15,12.393,10.623,6,3,1.385,1.385,1.385,3.771,3.649,3.487,6.587,6.134,5.622,9.886,8.804,7.788,12.12,10.464,9.104,14.017,11.767,10.131,15.222,12.529,10.729
40_7,28,32,7,4.209,3.122,3,1,1.143,1.143,1.143,2.437,2.233,2.035,3.528,2.958,2.528,4.87,3.598,2.876,5.66,3.872,2.998,6.438,4.083,3.079,7.105,4.23,3.129
41_0,24,37,15,11.437,9.313,8,1,1.542,1.542,1.542,4.059,3.889,3.675,6.013,5.572,5.081,9.423,8.208,7.126,11.762,9.751,8.231,13.641,10.796,8.922,15,11.437,9.313
41_1,15,16,10,8.724,7.529,6,3,1.067,1.067,1.067,2.048,2.018,1.975,2.952,2.869,2.757,5.279,4.955,4.566,7.16,6.527,5.843,8.714,7.752,6.794,10,8.724,7.529
41_10,34,68,12,7.997,6.422,3,2,2,2,2,5.262,4.748,4.274,7.302,6.11,5.274,9.339,7.103,5.92,10.474,7.526,6.166,11.41,7.826,6.331,12,7.997,6.422
41_16,4,6,5,4.762,4.5,4,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.833,2.778,2.7,2.833,2.778,2.7,5,4.762,4.5
41_2,38,62,16,9.939,7.226,8,0,1.632,1.632,1.632,5.666,5.076,4.484,8.008,6.672,5.564,11.012,8.271,6.483,12.909,9.035,6.855,14.944,9.673,7.126,16.209,9.987,7.243
41_4,5,17,10,8.291,6.721,6,3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,5.5,5.217,4.919,7.3,6.534,5.78,8.8,7.53,6.334,10,8.291,6.721
41_5,159,338,35,17.44,11.858,6,10,2.126,2.126,2.126,15.641,11.998,9.548,21.484,14.368,10.717,27.887,16.142,11.427,31.479,16.848,11.669,33.925,17.257,11.801,35.037,17.447,11.861
41_7,5,7,4,3.586,3.267,2,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.4,2.297,2.178,3.6,3.288,3.015,3.6,3.288,3.015,4,3.586,3.267
41_9,7,11,5,4.341,3.903,2,1,1.571,1.571,1.571,1.571,1.571,1.571,2.667,2.547,2.412,3.429,3.179,2.935,3.971,3.609,3.293,4.381,3.919,3.552,5,4.341,3.903
42_0,61,88,17,14.645,13.444,1,4,1.443,1.443,1.443,7.688,7.113,6.496,11.603,10.29,9.174,14.614,12.661,11.33,16.044,13.782,12.469,16.769,14.38,13.129,17,14.645,13.444
42_1,5,6,5,4.762,4.5,4,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.3,2.265,2.215,3.3,3.207,3.086,4.2,4.036,3.84,5,4.762,4.5
42_10,13,19,6,4.479,3.646,2,2,1.462,1.462,1.462,2.41,2.292,2.164,3.077,2.821,2.577,4.007,3.467,3.04,4.974,4.008,3.383,5.462,4.239,3.515,6.132,4.539,3.679
42_2,183,465,31,14.688,11.137,9,4,2.541,2.541,2.541,15.524,11.787,9.672,19.285,13.073,10.422,24.155,14.011,10.877,27.143,14.367,11.021,29.695,14.593,11.104,31.146,14.698,11.14
42_3,476,953,27,11.784,9.397,8,3,2.002,2.002,2.002,15.283,10.698,8.813,18.043,11.246,9.146,21.588,11.57,9.312,23.802,11.68,9.358,25.719,11.747,9.384,27.492,11.797,9.402
42_5,5,12,6,5.744,5.538,1,4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,4.1,3.921,3.716,5.2,4.863,4.547,5.8,5.426,5.12,6,5.744,5.538
42_6,9,11,5,4.341,3.903,2,1,1.222,1.222,1.222,1.222,1.222,1.222,2.167,2.088,1.992,3.452,3.175,2.907,3.889,3.524,3.201,4.238,3.796,3.433,5,4.341,3.903
43_17,12,20,10,8.481,7.407,5,2,1.667,1.667,1.667,3.076,2.995,2.887,4.268,4.064,3.819,6.146,5.655,5.15,7.548,6.764,6.053,8.655,7.582,6.707,10.388,8.72,7.59
43_19,5,6,5,4.762,4.5,4,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.3,2.265,2.215,3.3,3.207,3.086,4.2,4.036,3.84,5,4.762,4.5
43_20,28,37,11,8.805,7.648,4,0,1.321,1.321,1.321,3.43,3.276,3.087,5.634,5.135,4.635,8.125,7.042,6.186,9.29,7.854,6.861,10.279,8.456,7.364,11,8.805,7.648
43_23,80,119,13,8.571,6.844,2,2,1.488,1.488,1.487,6.891,5.856,5.034,8.888,7.026,5.855,10.92,7.926,6.447,11.983,8.286,6.671,12.658,8.48,6.79,13.024,8.577,6.848
43_33,5,6,5,4.762,4.5,4,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.3,2.265,2.215,3.3,3.207,3.086,4.2,4.036,3.84,5,4.762,4.5
5_16,570,1134,43,19.85,14.612,9,4,1.989,1.989,1.989,25.537,17.22,13.368,30.725,18.523,14.037,36.181,19.343,14.412,39.344,19.626,14.528,41.689,19.78,14.586,42.905,19.846,14.61
6_0,5,5,3,2.586,2.273,2,0,1,1,1,1,1,1,1,1,1,1.7,1.625,1.538,2.6,2.337,2.105,2.2,2.037,1.875,3,2.586,2.273
6_14,519,1377,49,15.914,10.338,9,5,2.653,2.653,2.653,25.718,13.923,9.872,33.265,14.897,10.132,40.864,15.504,10.262,45.129,15.746,10.308,47.986,15.874,10.331,48.426,15.892,10.334
6_15,1636,3389,53,15.951,9.538,9,5,2.072,2.072,2.072,34.976,15.012,9.364,40.347,15.492,9.46,46.122,15.788,9.513,48.992,15.872,9.526,51.947,15.933,9.535,51.947,15.933,9.535
6_16,359,642,40,15.902,10.711,9,5,1.788,1.788,1.788,19.11,12.622,9.582,25.519,14.151,10.19,32.218,15.177,10.518,35.913,15.574,10.627,38.7,15.808,10.688,39.95,15.898,10.71
7_13,178,369,41,14.751,8.523,18,5,2.073,2.073,2.073,15.001,10.351,7.43,21.048,12.2,8.021,28.24,13.525,8.327,33.993,14.192,8.444,38.37,14.566,8.499,41.101,14.758,8.524
7_14,734,1909,64,14.922,8.424,18,7,2.601,2.601,2.601,30.529,13.255,8.216,39.515,14.032,8.331,49.531,14.538,8.389,56.841,14.767,8.411,61.813,14.88,8.421,65.03,14.941,8.426
8_12,69,110,18,11.504,8.936,7,1,1.594,1.594,1.594,7.825,6.818,5.893,10.635,8.669,7.185,13.438,10.169,8.173,15.327,10.879,8.605,16.861,11.277,8.823,18.101,11.522,8.945
8_13,80,118,24,14.658,10.223,8,2,1.475,1.475,1.475,8.673,7.537,6.421,12.983,10.265,8.123,17.527,12.481,9.281,20.57,13.635,9.805,22.853,14.35,10.102,24.099,14.683,10.233
8_4,6,6,3,2.381,2,2,0,2.333,2.046,1.818,2.333,2.046,1.818,2.333,2.046,1.818,2.333,2.046,1.818,2.667,2.226,1.923,2.667,2.226,1.923,3,2.381,2
9_11,16,23,11,9.563,8.397,4,4,1.437,1.438,1.438,2.708,2.653,2.576,4.833,4.575,4.266,7.221,6.585,5.934,8.927,7.938,7.035,10.146,8.884,7.815,11.221,9.746,8.559
9_12,29,44,17,12.264,9.219,8,4,1.517,1.517,1.517,5.002,4.693,4.322,7.515,6.71,5.873,11.12,9.19,7.537,13.36,10.489,8.3,15.519,11.586,8.884,17,12.264,9.219
9_13,19,21,5,4.491,4.282,1,0,1.105,1.105,1.105,1.971,1.902,1.816,3.157,2.915,2.678,4.239,3.825,3.511,4.619,4.193,3.917,4.789,4.35,4.107,4.895,4.427,4.203
