id,T,U,obs.D0,obs.D1,obs.D2,Q1,Q2,SC1.D0,SC1.D1,SC1.D2,SC2.D0,SC2.D1,SC2.D2,SC3.D0,SC3.D1,SC3.D2,SC4.D0,SC4.D1,SC4.D2,SC5.D0,SC5.D1,SC5.D2,SC6.D0,SC6.D1,SC6.D2,SC7.D0,SC7.D1,SC7.D2
60_25,16,18,6,3.975,2.842,2,3,1.125,1.125,1.125,1.85,1.759,1.66,2.842,2.489,2.177,3.975,3.116,2.513,4.875,3.515,2.679,5.55,3.787,2.777,6,3.975,2.842
61_1,8,12,3,2.937,2.88,0,0,1.5,1.5,1.5,1.5,1.5,1.5,2.321,2.193,2.066,2.732,2.53,2.362,2.982,2.805,2.669,3,2.866,2.759,3,2.866,2.759
61_18,9,19,5,4.472,4.056,0,2,2.111,2.111,2.111,2.111,2.111,2.111,3.25,3.068,2.891,4.365,3.902,3.546,4.651,4.108,3.714,4.944,4.349,3.927,5,4.421,3.999
61_19,50,75,10,5.032,3.608,4,1,1.5,1.5,1.5,4.243,3.501,2.981,5.556,4.077,3.275,7.2,4.567,3.471,8.42,4.816,3.551,9.337,4.952,3.588,10.079,5.04,3.61
61_22,24,37,9,4.841,3.331,5,0,1.542,1.542,1.542,3.024,2.726,2.461,3.981,3.296,2.795,5.72,4.033,3.111,7.042,4.426,3.233,8.163,4.684,3.298,9.204,4.875,3.338
61_23,27,43,7,4.413,3.522,3,0,1.593,1.593,1.593,3.098,2.815,2.566,4.171,3.495,3.028,5.252,3.997,3.328,5.877,4.192,3.428,6.444,4.319,3.485,7,4.413,3.522
63_23,7,13,4,3.311,2.77,0,3,1.857,1.857,1.857,1.857,1.857,1.857,2.571,2.425,2.299,3.143,2.772,2.498,3.571,3.001,2.61,3.857,3.154,2.683,3.857,3.154,2.683
65_21,14,16,8,6.622,5.565,4,2,1.143,1.143,1.143,2.121,2.068,1.998,2.964,2.829,2.661,4.917,4.456,3.984,6.324,5.507,4.776,7.074,6.023,5.147,8,6.622,5.565
66_20,6,8,4,2.926,2.286,3,0,2,1.886,1.778,2,1.886,1.778,2,1.886,1.778,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,4,2.926,2.286
67_18,4,6,5,4.762,4.5,4,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.833,2.778,2.7,2.833,2.778,2.7,5,4.762,4.5
67_19,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
67_20,59,83,17,6.774,3.546,8,3,1.407,1.407,1.407,5.113,3.857,2.968,7.601,4.808,3.245,11.059,5.757,3.424,13.728,6.289,3.495,15.714,6.601,3.529,17.134,6.791,3.547
67_21,28,43,14,6.644,3.705,9,2,1.536,1.536,1.536,3.208,2.886,2.58,5.081,3.954,3.109,8.089,5.152,3.464,10.152,5.769,3.584,12.34,6.302,3.664,14,6.644,3.705
67_22,6,6,3,2.381,2,2,0,2.333,2.046,1.818,2.333,2.046,1.818,2.333,2.046,1.818,2.333,2.046,1.818,2.667,2.226,1.923,2.667,2.226,1.923,3,2.381,2
68_14,6,8,5,4.456,4,3,1,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,2.4,2.321,2.222,3.25,3.064,2.857,3.933,3.634,3.333,5,4.456,4
68_18,54,161,29,18.107,12.141,7,3,2.981,2.981,2.981,11.462,9.845,8.295,17.054,13.152,10.093,22.729,15.807,11.261,25.778,17.027,11.741,27.896,17.772,12.02,29,18.107,12.141
68_19,10,12,5,3.436,2.571,3,1,1.2,1.2,1.2,1.2,1.2,1.2,1.911,1.81,1.705,2.867,2.478,2.16,3.667,2.896,2.371,4.378,3.201,2.492,5,3.436,2.571
68_21,10,10,3,1.895,1.515,2,0,2.2,1.698,1.459,2.2,1.698,1.459,2.2,1.698,1.459,1.378,1.299,1.233,1.378,1.299,1.233,1.378,1.299,1.233,3,1.895,1.515
69_21,5,9,7,6.614,6.231,5,2,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,3.4,3.333,3.24,4.8,4.629,4.418,6,5.715,5.4,7,6.614,6.231
69_24,5,7,6,5.742,5.444,5,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.7,2.665,2.613,3.9,3.804,3.675,5,4.827,4.612,6,5.742,5.444
7_12,32,45,8,4.846,3.282,1,2,1.406,1.406,1.406,3.373,2.909,2.522,4.622,3.564,2.845,6.428,4.285,3.11,7.265,4.573,3.199,7.799,4.762,3.256,8.028,4.86,3.286
7_33,9,11,9,8.549,8.067,7,2,1.222,1.222,1.222,1.222,1.222,1.222,2.389,2.369,2.338,4.556,4.448,4.302,5.556,5.388,5.171,7.389,7.082,6.722,9,8.549,8.067
70_11,21,30,16,11.036,7.377,12,1,1.429,1.429,1.429,3.695,3.512,3.28,5.522,5.014,4.427,8.58,7.172,5.774,11.241,8.744,6.539,13.683,9.992,7.033,16.567,11.272,7.448
70_15,13,19,11,9.291,7.681,6,4,1.462,1.462,1.462,2.744,2.685,2.603,3.881,3.724,3.52,5.828,5.401,4.9,8.179,7.252,6.287,9.462,8.193,6.942,11,9.291,7.681
70_20,5,7,4,3.586,3.267,2,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.4,2.297,2.178,3.6,3.288,3.015,3.6,3.288,3.015,4,3.586,3.267
70_24,29,45,15,11.365,8.766,5,2,1.552,1.552,1.552,5.03,4.696,4.302,7.476,6.627,5.76,10.79,8.901,7.279,12.592,10.006,7.959,14.075,10.867,8.473,15.168,11.449,8.815
70_25,36,57,16,11.427,9.417,7,2,1.583,1.583,1.583,5.108,4.786,4.419,8.02,7.122,6.3,11.274,9.338,8.003,12.933,10.223,8.64,14.783,11.004,9.158,16,11.427,9.417
70_9,5,5,4,3.789,3.571,3,1,1,1,1,1,1,1,1,1,1,1.9,1.866,1.818,2.7,2.612,2.5,2.7,2.612,2.5,4,3.789,3.571
71_11,5,7,6,5.742,5.444,5,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.7,2.665,2.613,3.9,3.804,3.675,5,4.827,4.612,6,5.742,5.444
71_15,44,68,16,10.862,8.317,4,5,1.545,1.545,1.545,5.662,5.16,4.634,8.587,7.272,6.177,11.772,9.077,7.333,13.842,10.003,7.859,15.249,10.564,8.159,16,10.862,8.317
71_19,6,9,6,5.67,5.4,3,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.8,2.735,2.647,3.9,3.741,3.553,4.8,4.547,4.286,6,5.67,5.4
71_25,47,85,15,9.642,7.828,5,2,1.809,1.809,1.809,6.648,5.899,5.238,8.769,7.327,6.329,11.062,8.464,7.131,12.852,9.087,7.519,14.212,9.458,7.73,15,9.642,7.828
71_7,23,32,11,7.372,5.172,5,2,1.391,1.391,1.391,3.319,3.092,2.836,4.712,4.141,3.58,7.234,5.681,4.456,8.683,6.407,4.791,10.081,7.018,5.041,11.21,7.447,5.198
71_8,34,66,15,11.947,10.471,4,1,1.941,1.941,1.941,6.103,5.692,5.239,9.281,8.229,7.308,12,10.214,8.96,13.241,11.035,9.674,14.263,11.611,10.181,15,11.947,10.471
72_11,9,24,7,5.476,4.8,3,0,2.667,2.667,2.667,2.667,2.667,2.667,4,3.771,3.556,5.254,4.683,4.267,6.333,5.247,4.667,6.333,5.247,4.667,7,5.476,4.8
72_12,16,29,10,9.07,8.495,2,1,1.813,1.812,1.812,3.333,3.242,3.123,5.653,5.284,4.89,7.808,7.085,6.455,8.964,8.081,7.403,9.593,8.677,8.039,10,9.07,8.495
72_15,44,84,19,10.039,6.497,7,5,1.909,1.909,1.909,6.032,5.241,4.525,9.069,6.935,5.46,12.946,8.437,6.052,15.718,9.247,6.296,17.77,9.758,6.429,19,10.039,6.497
72_19,16,37,17,12.565,9.188,9,4,2.312,2.313,2.312,4.158,4.021,3.848,7.064,6.447,5.762,10.409,8.836,7.322,13.052,10.463,8.211,15.209,11.654,8.786,17,12.565,9.188
72_20,8,11,7,5.858,4.84,5,1,1.375,1.375,1.375,1.375,1.375,1.375,2.5,2.424,2.327,3.446,3.254,3.025,5.018,4.51,3.98,5.714,5.012,4.321,7,5.858,4.84
72_21,14,18,10,7.637,5.786,7,1,1.286,1.286,1.286,2.363,2.298,2.212,3.288,3.12,2.912,5.529,4.908,4.257,7.363,6.149,5.033,8.464,6.809,5.39,10,7.637,5.786
72_22,42,107,33,22.838,17.641,15,4,2.548,2.548,2.548,10.066,9.345,8.525,15.008,13.231,11.531,22.15,17.919,14.791,26.51,20.201,16.2,30.392,21.882,17.145,33,22.838,17.641
72_24,13,14,10,8.533,7,8,1,1.077,1.077,1.077,2.064,2.033,1.988,2.976,2.889,2.769,4.62,4.367,4.038,6.788,6.172,5.441,8.115,7.191,6.154,10.603,8.94,7.237
72_25,48,66,19,10.997,7.562,10,3,1.375,1.375,1.375,5.762,5.149,4.528,8.404,6.928,5.72,11.841,8.678,6.669,14.796,9.802,7.152,17.258,10.548,7.42,19,10.997,7.562
72_28,14,17,4,2.867,2.513,2,0,1.214,1.214,1.214,1.89,1.786,1.682,2.277,2.09,1.931,2.854,2.49,2.265,3.429,2.724,2.433,3.429,2.724,2.433,4,2.867,2.513
72_29,10,12,3,2.43,2.182,1,0,1.2,1.2,1.2,1.2,1.2,1.2,1.8,1.697,1.6,2.329,2.093,1.92,2.8,2.36,2.133,2.7,2.315,2.1,2.7,2.315,2.1
72_7,6,7,4,3.864,3.769,1,3,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.133,2.072,1.992,2.9,2.76,2.606,3.467,3.267,3.082,4,3.864,3.769
73_12,4,8,3,2.828,2.667,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2.667,2.52,2.4,2.667,2.52,2.4,2.667,2.52,2.4
73_13,10,13,6,5.686,5.452,1,3,1.3,1.3,1.3,1.3,1.3,1.3,2.4,2.337,2.253,4.067,3.818,3.558,5.133,4.748,4.409,5.733,5.327,5.007,6,5.686,5.452
73_14,8,10,7,6.598,6.25,4,3,1.25,1.25,1.25,1.25,1.25,1.25,2.393,2.356,2.303,3.429,3.33,3.201,5.179,4.928,4.654,5.893,5.572,5.25,7,6.598,6.25
73_15,6,8,5,4.456,4,3,1,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,2.4,2.321,2.222,3.25,3.064,2.857,3.933,3.634,3.333,5,4.456,4
73_16,5,12,10,9.524,9,8,2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,4.6,4.531,4.431,6.6,6.414,6.171,8.4,8.073,7.68,10,9.524,9
73_18,45,125,23,15.69,12.45,7,0,2.778,2.778,2.778,9.485,8.541,7.624,13.691,11.451,9.75,17.788,13.682,11.234,20.122,14.719,11.879,21.741,15.322,12.241,22.689,15.608,12.405
73_20,41,94,28,20.167,16.183,13,2,2.293,2.293,2.293,9.109,8.472,7.741,13.556,12.015,10.518,19.523,16.156,13.559,22.908,18.072,14.883,25.725,19.338,15.694,28.315,20.271,16.242
73_21,60,109,25,18.53,15.058,7,2,1.817,1.817,1.817,9.474,8.659,7.781,13.954,12.079,10.409,18.978,15.403,12.838,21.943,17.101,14.053,23.899,18.067,14.737,25,18.53,15.058
73_25,6,7,6,5.742,5.444,5,1,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,1.167,2.267,2.243,2.207,3.3,3.233,3.141,4.267,4.144,3.984,6,5.742,5.444
73_28,55,77,23,16.183,11.337,6,8,1.4,1.4,1.4,6.641,6.105,5.468,10.918,9.321,7.707,16.111,12.581,9.584,19.672,14.499,10.545,21.972,15.653,11.088,23,16.183,11.337
73_29,25,39,9,5.837,4.409,3,2,1.56,1.56,1.56,3.381,3.104,2.83,4.934,4.158,3.553,6.535,4.978,4.019,7.643,5.411,4.228,8.478,5.683,4.346,9,5.837,4.409
74_14,8,9,5,4.166,3.522,3,1,1.125,1.125,1.125,1.125,1.125,1.125,2,1.929,1.841,2.696,2.526,2.337,3.768,3.36,2.978,4.214,3.671,3.197,5,4.166,3.522
74_16,5,18,14,12.849,11.571,11,2,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,6.7,6.539,6.322,9.4,8.98,8.452,11.8,11.05,10.165,14,12.849,11.571
74_17,37,53,13,7.272,4.919,5,3,1.432,1.432,1.432,3.945,3.546,3.158,5.937,4.799,3.951,8.783,6.029,4.518,10.589,6.617,4.725,12.116,7.046,4.856,13.131,7.304,4.928
74_18,4,6,5,4.762,4.5,4,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.833,2.778,2.7,2.833,2.778,2.7,5,4.762,4.5
74_26,14,23,13,11.037,9.281,7,4,1.643,1.643,1.643,3.099,3.037,2.95,4.398,4.232,4.015,7.587,6.973,6.284,10.032,8.889,7.742,11.365,9.872,8.456,13,11.037,9.281
74_27,9,9,7,6.614,6.231,5,2,1,1,1,1,1,1,1.944,1.924,1.895,3.667,3.564,3.429,4.444,4.286,4.091,5.833,5.556,5.25,7,6.614,6.231
74_28,53,63,25,18.444,14.329,13,3,1.189,1.189,1.189,6.101,5.781,5.376,10.417,9.398,8.3,15.498,13.137,11.026,19.828,15.844,12.807,22.971,17.509,13.807,25,18.444,14.329
74_29,26,33,13,8.837,6.368,7,3,1.269,1.269,1.269,3.226,3.058,2.853,5.334,4.747,4.147,7.879,6.428,5.224,9.877,7.495,5.787,11.868,8.386,6.188,13.26,8.936,6.407
74_7,10,10,4,3.389,2.941,1,2,1,1,1,1,1,1,1.733,1.662,1.579,2.71,2.459,2.222,3.333,2.913,2.571,3.756,3.202,2.791,4,3.389,2.941
75_14,6,6,5,4.762,4.5,4,1,1,1,1,1,1,1,1,1,1,1.933,1.91,1.875,2.8,2.735,2.647,3.6,3.482,3.333,5,4.762,4.5
75_16,10,11,5,4.114,3.457,2,2,1.1,1.1,1.1,1.1,1.1,1.1,1.933,1.86,1.771,3.11,2.827,2.547,3.933,3.422,2.984,4.556,3.827,3.263,5,4.114,3.457
75_20,27,33,13,10.045,8.313,6,3,1.222,1.222,1.222,3.266,3.143,2.985,5.579,5.141,4.668,8.62,7.475,6.5,10.377,8.626,7.348,11.803,9.437,7.912,13,10.045,8.313
75_29,5,6,4,3.464,3,3,0,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.1,2.018,1.92,3.4,3.067,2.743,3.4,3.067,2.743,4,3.464,3
75_30,11,12,4,3.061,2.483,1,2,1.091,1.091,1.091,1.764,1.673,1.577,2.23,2.034,1.852,2.909,2.479,2.153,3.418,2.754,2.314,3.782,2.938,2.414,4,3.061,2.483
75_7,12,18,9,6.511,4.765,6,1,1.5,1.5,1.5,2.621,2.518,2.395,3.527,3.272,2.99,5.021,4.363,3.731,6.303,5.156,4.175,7.45,5.777,4.47,9,6.511,4.765
75_8,5,7,4,3.17,2.579,3,0,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,3.4,2.869,2.45,4,3.17,2.579
76_28,29,44,19,13.397,10.298,13,0,1.517,1.517,1.517,5.111,4.833,4.493,7.733,7.007,6.243,11.504,9.717,8.21,14.001,11.185,9.143,16.756,12.506,9.873,19,13.397,10.298
76_30,11,11,4,3.217,2.689,1,2,1,1,1,1.691,1.614,1.528,2.194,2.024,1.854,2.907,2.54,2.236,3.418,2.859,2.452,3.782,3.073,2.592,4,3.217,2.689
76_7,87,143,14,8.382,6.93,3,3,1.644,1.644,1.644,7.258,6.161,5.38,8.999,7.11,6.112,11.068,7.811,6.596,12.45,8.117,6.782,13.486,8.299,6.884,14,8.382,6.93
77_1,5,5,4,3.789,3.571,3,1,1,1,1,1,1,1,1,1,1,1.9,1.866,1.818,2.7,2.612,2.5,2.7,2.612,2.5,4,3.789,3.571
77_14,6,8,5,4.757,4.571,2,3,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,1.333,2.467,2.403,2.319,3.4,3.249,3.077,4.133,3.904,3.678,5,4.757,4.571
77_28,20,22,10,7.36,5.378,5,3,1.1,1.1,1.1,2.813,2.668,2.49,4.142,3.757,3.332,6.236,5.235,4.302,7.888,6.229,4.844,9.202,6.945,5.19,10,7.36,5.378
77_29,61,98,9,3.217,2.522,5,0,1.607,1.607,1.607,3.195,2.612,2.35,4.246,2.837,2.444,5.767,3.015,2.49,7.016,3.111,2.508,8.174,3.178,2.517,9,3.217,2.522
77_31,5,6,3,2.749,2.571,1,1,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2,1.905,1.8,2.5,2.323,2.16,2.8,2.579,2.4,3,2.749,2.571
77_6,26,44,10,6.773,5.261,3,2,1.692,1.692,1.692,3.777,3.489,3.195,5.553,4.752,4.106,7.334,5.734,4.718,8.508,6.243,4.997,9.5,6.608,5.181,10.11,6.807,5.277
78_12,55,70,21,11.726,7.227,9,6,1.273,1.273,1.273,5.457,4.859,4.232,8.72,6.969,5.515,13.218,9.104,6.45,16.854,10.444,6.886,19.573,11.307,7.122,21.16,11.772,7.238
78_13,39,90,20,12.177,8.98,8,3,2.308,2.308,2.308,7.565,6.717,5.918,10.41,8.568,7.163,14.072,10.35,8.175,16.376,11.183,8.572,18.471,11.798,8.833,20.201,12.223,8.997
78_22,13,23,8,6.555,5.568,2,3,1.769,1.769,1.769,3.077,2.953,2.806,4.073,3.788,3.488,5.492,4.877,4.329,6.832,5.797,5.008,7.423,6.175,5.285,8,6.555,5.568
78_30,5,7,6,5.742,5.444,5,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.7,2.665,2.613,3.9,3.804,3.675,5,4.827,4.612,6,5.742,5.444
78_5,53,82,10,6.4,4.605,2,0,1.547,1.547,1.547,5.074,4.233,3.549,6.973,5.236,4.076,8.383,5.867,4.371,9.199,6.176,4.51,9.693,6.326,4.575,10.036,6.408,4.609
78_6,279,480,13,7.869,6.12,2,0,1.72,1.72,1.72,9.692,7.117,5.67,10.81,7.527,5.921,11.706,7.741,6.05,12.212,7.807,6.087,13.035,7.871,6.121,13.035,7.871,6.121
79_11,13,14,7,6.107,5.444,3,2,1.077,1.077,1.077,2.013,1.967,1.904,2.825,2.707,2.56,4.142,3.848,3.534,5.548,4.995,4.495,6.227,5.525,4.943,7,6.107,5.444
79_12,9,11,6,5.586,5.261,2,3,1.222,1.222,1.222,1.222,1.222,1.222,2.278,2.224,2.151,3.937,3.713,3.47,4.563,4.258,3.954,5.472,5.061,4.706,6,5.586,5.261
79_16,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
79_5,46,70,11,6.059,3.84,3,1,1.522,1.522,1.522,4.357,3.61,3.006,6.451,4.608,3.423,8.662,5.429,3.678,9.703,5.753,3.765,10.521,5.96,3.817,11,6.059,3.84
79_6,39,57,11,8.654,7.435,2,1,1.462,1.462,1.462,5.217,4.758,4.294,7.181,6.248,5.473,9.113,7.567,6.526,9.979,8.1,6.966,10.605,8.453,7.264,11.05,8.677,7.455
79_7,233,527,24,7.992,6.203,9,3,2.262,2.262,2.262,9.97,6.93,5.822,13.261,7.415,6.041,17.291,7.724,6.141,20.47,7.876,6.179,22.999,7.964,6.197,24.039,7.993,6.203
79_8,16,51,10,7.938,7.087,3,0,3.188,3.188,3.188,5.058,4.788,4.511,6.975,6.262,5.694,8.19,7.122,6.415,8.865,7.52,6.757,9.249,7.693,6.9,10,7.938,7.087
8_34,7,7,4,3.586,3.267,2,1,1,1,1,1,1,1,1.81,1.753,1.68,2.457,2.323,2.172,2.971,2.759,2.545,3.381,3.098,2.838,4,3.586,3.267
80_10,26,36,15,12.393,10.623,6,3,1.385,1.385,1.385,3.771,3.649,3.487,6.587,6.134,5.622,9.886,8.804,7.788,12.12,10.464,9.104,14.017,11.767,10.131,15.222,12.529,10.729
80_8,111,258,22,10.642,7.621,5,3,2.324,2.324,2.324,10.801,8.145,6.592,13.752,9.173,7.089,17.358,9.992,7.412,19.659,10.354,7.533,21.158,10.546,7.593,22.045,10.647,7.623
80_9,115,222,32,15.825,9.841,8,6,1.93,1.93,1.93,12.581,9.764,7.676,18.061,12.127,8.713,24.413,14.138,9.387,28.21,15.07,9.649,30.682,15.578,9.78,32,15.825,9.841
81_15,27,31,7,4.19,3.051,3,1,1.148,1.148,1.148,2.43,2.222,2.021,3.542,2.944,2.494,4.94,3.593,2.826,5.748,3.871,2.941,6.416,4.055,3.007,7.108,4.212,3.058
81_3,9,12,7,6.447,6,3,3,1.333,1.333,1.333,1.333,1.333,1.333,2.5,2.445,2.37,4.381,4.144,3.879,5.119,4.787,4.444,6.25,5.768,5.333,7,6.447,6
81_32,4,8,6,5.657,5.333,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3.667,3.564,3.429,3.667,3.564,3.429,6,5.657,5.333
81_8,5,10,6,5,4.167,4,1,2,2,2,2,2,2,2,2,2,3.3,3.138,2.963,4.3,3.912,3.529,5.2,4.514,3.902,6,5,4.167
82_11,5,6,4,3.78,3.6,2,2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.2,2.138,2.057,3,2.857,2.7,3.6,3.394,3.2,4,3.78,3.6
82_15,5,7,4,3.586,3.267,2,1,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.4,2.297,2.178,3.6,3.288,3.015,3.6,3.288,3.015,4,3.586,3.267
82_19,7,11,5,4.341,3.903,2,1,1.571,1.571,1.571,1.571,1.571,1.571,2.667,2.547,2.412,3.429,3.179,2.935,3.971,3.609,3.293,4.381,3.919,3.552,5,4.341,3.903
82_3,8,8,6,5.657,5.333,4,2,1,1,1,1,1,1,1.929,1.903,1.867,2.786,2.717,2.625,4.286,4.102,3.889,4.929,4.684,4.421,6,5.657,5.333
83_0,20,32,13,9.792,7.877,7,1,1.6,1.6,1.6,4.08,3.876,3.63,5.905,5.397,4.864,8.487,7.305,6.29,10.371,8.481,7.089,11.932,9.306,7.6,13,9.792,7.877
83_11,153,331,35,17.258,11.711,7,9,2.163,2.163,2.163,15.224,11.744,9.38,21.269,14.205,10.593,27.547,15.936,11.28,31.23,16.655,11.524,33.872,17.082,11.658,35.045,17.265,11.714
83_20,33,67,12,8.054,6.478,3,2,2.03,2.03,2.03,5.333,4.81,4.329,6.984,5.94,5.165,9.209,7.087,5.927,10.412,7.551,6.202,11.39,7.873,6.381,12.087,8.078,6.491
83_3,7,8,4,3.364,2.909,2,1,1.143,1.143,1.143,1.143,1.143,1.143,1.952,1.867,1.77,2.543,2.355,2.165,3,2.706,2.438,3.381,2.974,2.637,4,3.364,2.909
83_33,4,6,5,4.762,4.5,4,1,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,2.833,2.778,2.7,2.833,2.778,2.7,5,4.762,4.5
83_4,32,56,14,8.838,6.616,7,0,1.75,1.75,1.75,4.991,4.53,4.064,6.9,5.875,5.011,9.631,7.387,5.932,11.272,8.056,6.278,12.902,8.566,6.508,14.216,8.887,6.634
83_9,5,17,10,8.291,6.721,6,3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,5.5,5.217,4.919,7.3,6.534,5.78,8.8,7.53,6.334,10,8.291,6.721
84_0,29,37,12,10.152,8.832,2,4,1.276,1.276,1.276,4.304,4.077,3.804,6.454,5.888,5.305,9.194,8.005,7.008,10.559,9.002,7.821,11.548,9.748,8.459,12.06,10.216,8.895
84_1,11,18,6,4.63,3.857,2,2,1.636,1.636,1.636,2.673,2.538,2.395,3.382,3.098,2.832,4.351,3.766,3.317,5.055,4.167,3.58,5.6,4.438,3.744,6,4.63,3.857
84_12,9,11,5,4.341,3.903,2,1,1.222,1.222,1.222,1.222,1.222,1.222,2.167,2.088,1.992,3.452,3.175,2.907,3.889,3.524,3.201,4.238,3.796,3.433,5,4.341,3.903
84_20,12,18,6,4.63,3.857,2,2,1.5,1.5,1.5,2.5,2.381,2.25,3.205,2.948,2.7,4.169,3.639,3.214,4.862,4.056,3.5,5.409,4.342,3.682,6,4.63,3.857
84_3,4,5,4,3.789,3.571,3,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.333,2.279,2.206,2.333,2.279,2.206,4,3.789,3.571
84_4,57,138,20,11.923,9.446,7,2,2.421,2.421,2.421,9.145,7.904,6.895,11.782,9.494,8.037,14.707,10.708,8.818,17.021,11.344,9.169,18.841,11.723,9.356,20,11.923,9.446
84_5,26,44,11,8.156,6.585,2,4,1.692,1.692,1.692,4.034,3.776,3.49,6.167,5.415,4.753,8.276,6.751,5.688,9.617,7.453,6.141,10.617,7.945,6.449,11,8.156,6.585
84_7,5,6,4,3.78,3.6,2,2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,2.2,2.138,2.057,3,2.857,2.7,3.6,3.394,3.2,4,3.78,3.6
85_0,21,33,13,10.444,8.712,5,3,1.571,1.571,1.571,4.095,3.913,3.687,6.017,5.552,5.044,8.741,7.664,6.686,10.597,8.956,7.643,11.956,9.823,8.27,13,10.444,8.712
85_5,100,283,28,14.894,11.128,7,5,2.83,2.83,2.83,13.315,10.743,8.977,17.168,12.484,10.013,21.864,13.866,10.708,24.852,14.44,10.953,26.923,14.751,11.075,28.069,14.903,11.131
85_6,157,335,16,10.366,8.566,2,1,2.134,2.134,2.134,10.894,8.713,7.39,12.82,9.56,8.006,14.362,10.047,8.349,15.235,10.248,8.487,15.627,10.314,8.532,15.987,10.365,8.565
85_7,313,611,23,11.175,8.893,5,3,1.952,1.952,1.952,13.536,9.768,8.109,16.236,10.479,8.543,18.941,10.885,8.762,20.851,11.049,8.84,22.348,11.141,8.879,23.079,11.178,8.895
86_35,12,20,10,8.481,7.407,5,2,1.667,1.667,1.667,3.076,2.995,2.887,4.268,4.064,3.819,6.146,5.655,5.15,7.548,6.764,6.053,8.655,7.582,6.707,10.388,8.72,7.59
86_40,4,5,4,3.789,3.571,3,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,2.333,2.279,2.206,2.333,2.279,2.206,4,3.789,3.571
86_41,23,32,11,9.233,8.258,4,0,1.391,1.391,1.391,3.652,3.499,3.309,5.358,4.977,4.568,8.038,7.146,6.393,9.259,8.085,7.217,10.297,8.821,7.886,11.169,9.321,8.336
86_47,80,119,13,8.571,6.844,2,2,1.488,1.488,1.487,6.891,5.856,5.034,8.888,7.026,5.855,10.92,7.926,6.447,11.983,8.286,6.671,12.658,8.48,6.79,13.024,8.577,6.848
86_67,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
9_33,4,4,3,2.828,2.667,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.833,1.782,1.714,1.833,1.782,1.714,3,2.828,2.667
